File version,1
Project name,New Project
Source version,4.2.9.0
Latest result run time,2017-10-13 14:13:06
Simulation time,1900-01-01 - 1900-12-31
Field,Units,RunName,ScenarioName,ScenarioInputSetName,Name,Site,ElementName,WaterFeatureType,ElementType,Structure,Custom
EOC
206
42,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #7: Downstream Flow Volume,node #7,Downstream Flow Volume,Confluence,Node,Downstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
43,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #7: Storage Volume,node #7,Storage Volume,Confluence,Node,Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
44,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #7: Upstream Flow,node #7,Upstream Flow,Confluence,Node,Upstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
45,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #7: Upstream Flow Volume,node #7,Upstream Flow Volume,Confluence,Node,Upstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
46,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #8: Downstream Flow,node #8,Downstream Flow,Confluence,Node,Downstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
47,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #8: Downstream Flow Volume,node #8,Downstream Flow Volume,Confluence,Node,Downstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
48,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #8: Storage Volume,node #8,Storage Volume,Confluence,Node,Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
49,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #8: Upstream Flow,node #8,Upstream Flow,Confluence,Node,Upstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
50,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #8: Upstream Flow Volume,node #8,Upstream Flow Volume,Confluence,Node,Upstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
51,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #9: Downstream Flow,node #9,Downstream Flow,Confluence,Node,Downstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
52,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #9: Downstream Flow Volume,node #9,Downstream Flow Volume,Confluence,Node,Downstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
53,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #9: Storage Volume,node #9,Storage Volume,Confluence,Node,Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
54,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #9: Upstream Flow,node #9,Upstream Flow,Confluence,Node,Upstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
55,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Confluence: node #9: Upstream Flow Volume,node #9,Upstream Flow Volume,Confluence,Node,Upstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
56,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #1: Mass Balance,link #1,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
57,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #10: Mass Balance,link #10,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
58,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #2: Mass Balance,link #2,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
59,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #3: Mass Balance,link #3,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
60,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #4: Mass Balance,link #4,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
61,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #5: Mass Balance,link #5,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
62,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #6: Mass Balance,link #6,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
63,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #7: Mass Balance,link #7,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
64,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #8: Mass Balance,link #8,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
65,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,link #9: Mass Balance,link #9,Mass Balance,Storage Routing,Link,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
66,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #0: Mass Balance,node #0,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
67,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #1: Mass Balance,node #1,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
68,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #10: Mass Balance,node #10,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
69,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #2: Mass Balance,node #2,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
70,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #3: Mass Balance,node #3,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
71,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #4: Mass Balance,node #4,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
72,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #5: Mass Balance,node #5,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
73,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #6: Mass Balance,node #6,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
74,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #7: Mass Balance,node #7,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
75,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #8: Mass Balance,node #8,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
76,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,node #9: Mass Balance,node #9,Mass Balance,Confluence,Node,Mass Balance,7592b694-59a3-4f07-805b-0e9a4f29949b,
77,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Catchment Inflow,link #1,Catchment Inflow,Storage Routing,Link,Catchment Inflow,7592b694-59a3-4f07-805b-0e9a4f29949b,
78,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Catchment Inflow Applied Downstream,link #1,Catchment Inflow Applied Downstream,Storage Routing,Link,Catchment Inflow Applied Downstream,7592b694-59a3-4f07-805b-0e9a4f29949b,
79,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Catchment Inflow To End Of Link,link #1,Catchment Inflow To End Of Link,Storage Routing,Link,Catchment Inflow To End Of Link,7592b694-59a3-4f07-805b-0e9a4f29949b,
80,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Downstream Flow,link #1,Downstream Flow,Storage Routing,Link,Downstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
81,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Downstream Flow Volume,link #1,Downstream Flow Volume,Storage Routing,Link,Downstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
82,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Lateral Flow,link #1,Lateral Flow,Storage Routing,Link,Lateral Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
83,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Lateral Flow Applied Downstream,link #1,Lateral Flow Applied Downstream,Storage Routing,Link,Lateral Flow Applied Downstream,7592b694-59a3-4f07-805b-0e9a4f29949b,
84,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Live Storage Volume,link #1,Live Storage Volume,Storage Routing,Link,Live Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
85,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Loss / Gain Flux,link #1,Loss / Gain Flux,Storage Routing,Link,Loss / Gain Flux,7592b694-59a3-4f07-805b-0e9a4f29949b,
86,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Storage Volume,link #1,Storage Volume,Storage Routing,Link,Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
87,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Time Series Flux,link #1,Time Series Flux,Storage Routing,Link,Time Series Flux,7592b694-59a3-4f07-805b-0e9a4f29949b,
88,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Upstream Flow,link #1,Upstream Flow,Storage Routing,Link,Upstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
89,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #1: Upstream Flow Volume,link #1,Upstream Flow Volume,Storage Routing,Link,Upstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
90,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Catchment Inflow,link #10,Catchment Inflow,Storage Routing,Link,Catchment Inflow,7592b694-59a3-4f07-805b-0e9a4f29949b,
91,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Catchment Inflow Applied Downstream,link #10,Catchment Inflow Applied Downstream,Storage Routing,Link,Catchment Inflow Applied Downstream,7592b694-59a3-4f07-805b-0e9a4f29949b,
92,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Catchment Inflow To End Of Link,link #10,Catchment Inflow To End Of Link,Storage Routing,Link,Catchment Inflow To End Of Link,7592b694-59a3-4f07-805b-0e9a4f29949b,
93,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Downstream Flow,link #10,Downstream Flow,Storage Routing,Link,Downstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
94,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Downstream Flow Volume,link #10,Downstream Flow Volume,Storage Routing,Link,Downstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
95,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Lateral Flow,link #10,Lateral Flow,Storage Routing,Link,Lateral Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
96,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Lateral Flow Applied Downstream,link #10,Lateral Flow Applied Downstream,Storage Routing,Link,Lateral Flow Applied Downstream,7592b694-59a3-4f07-805b-0e9a4f29949b,
97,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Live Storage Volume,link #10,Live Storage Volume,Storage Routing,Link,Live Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
98,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Loss / Gain Flux,link #10,Loss / Gain Flux,Storage Routing,Link,Loss / Gain Flux,7592b694-59a3-4f07-805b-0e9a4f29949b,
99,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Storage Volume,link #10,Storage Volume,Storage Routing,Link,Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
100,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Time Series Flux,link #10,Time Series Flux,Storage Routing,Link,Time Series Flux,7592b694-59a3-4f07-805b-0e9a4f29949b,
101,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Upstream Flow,link #10,Upstream Flow,Storage Routing,Link,Upstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
102,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #10: Upstream Flow Volume,link #10,Upstream Flow Volume,Storage Routing,Link,Upstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
103,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Catchment Inflow,link #2,Catchment Inflow,Storage Routing,Link,Catchment Inflow,7592b694-59a3-4f07-805b-0e9a4f29949b,
104,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Catchment Inflow Applied Downstream,link #2,Catchment Inflow Applied Downstream,Storage Routing,Link,Catchment Inflow Applied Downstream,7592b694-59a3-4f07-805b-0e9a4f29949b,
105,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Catchment Inflow To End Of Link,link #2,Catchment Inflow To End Of Link,Storage Routing,Link,Catchment Inflow To End Of Link,7592b694-59a3-4f07-805b-0e9a4f29949b,
106,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Downstream Flow,link #2,Downstream Flow,Storage Routing,Link,Downstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
107,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Downstream Flow Volume,link #2,Downstream Flow Volume,Storage Routing,Link,Downstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
108,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Lateral Flow,link #2,Lateral Flow,Storage Routing,Link,Lateral Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
109,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Lateral Flow Applied Downstream,link #2,Lateral Flow Applied Downstream,Storage Routing,Link,Lateral Flow Applied Downstream,7592b694-59a3-4f07-805b-0e9a4f29949b,
110,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Live Storage Volume,link #2,Live Storage Volume,Storage Routing,Link,Live Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
111,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Loss / Gain Flux,link #2,Loss / Gain Flux,Storage Routing,Link,Loss / Gain Flux,7592b694-59a3-4f07-805b-0e9a4f29949b,
112,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Storage Volume,link #2,Storage Volume,Storage Routing,Link,Storage Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
113,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Time Series Flux,link #2,Time Series Flux,Storage Routing,Link,Time Series Flux,7592b694-59a3-4f07-805b-0e9a4f29949b,
114,ML.day^-1,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Upstream Flow,link #2,Upstream Flow,Storage Routing,Link,Upstream Flow,7592b694-59a3-4f07-805b-0e9a4f29949b,
115,ML,(1) A test scenario with AWBM 0,A test scenario with AWBM 0,Default Input Set,Storage Routing: link #2: Upstream Flow Volume,link #2,Upstream Flow Volume,Storage Routing,Link,Upstream Flow Volume,7592b694-59a3-4f07-805b-0e9a4f29949b,
