Date,Inflow,Rainfall,PET
01/01/1901,0.1469,0,3.2992
02/01/1901,0.1381,3.3983,3.2992
03/01/1901,0.5186,6.8529,3.2992
04/01/1901,0.8163,1.0206,3.2992
05/01/1901,0.7895,4.2553,3.2992
06/01/1901,3.2796,34.572,3.2992
07/01/1901,2.3858,0,3.2992
08/01/1901,1.5464,0,3.2992
09/01/1901,1.0746,0,3.2992
10/01/1901,0.8072,0,3.2992
11/01/1901,0.6536,0,3.2992
12/01/1901,0.5633,0,3.2992
13/01/1901,0.5083,0,3.2992
14/01/1901,0.473,0,3.2992
15/01/1901,0.4489,0,3.2992
16/01/1901,0.431,0.1968,3.2992
17/01/1901,0.4167,0.0038,3.2992
18/01/1901,2.2677,23.7419,3.2992
19/01/1901,1.6556,0.6581,3.2992
20/01/1901,1.1583,0,3.2992
21/01/1901,0.8762,0,3.2992
22/01/1901,0.7139,0,3.2992
23/01/1901,0.6182,0,3.2992
24/01/1901,0.5598,0,3.2992
25/01/1901,0.5221,0,3.2992
26/01/1901,0.4961,0,3.2992
27/01/1901,0.4767,0,3.2992
28/01/1901,0.4611,0,3.2992
29/01/1901,0.4477,0,3.2992
30/01/1901,0.4357,0,3.2992
31/01/1901,0.4245,0,3.2992
01/02/1901,0.4129,0,4.2595
02/02/1901,0.4028,0,4.2595
03/02/1901,0.393,0,4.2595
04/02/1901,0.3834,0,4.2595
05/02/1901,0.3742,0,4.2595
06/02/1901,0.3651,0,4.2595
07/02/1901,0.3563,0,4.2595
08/02/1901,0.3477,0,4.2595
09/02/1901,1.6435,16.1913,4.2595
10/02/1901,1.9252,0.9432,4.2595
11/02/1901,1.2667,0.0367,4.2595
12/02/1901,2.685,20.007,4.2595
13/02/1901,4.8007,42.9394,4.2595
14/02/1901,0.7367,0.0116,4.2595
15/02/1901,2.354,14.7893,4.2595
16/02/1901,1.0012,4.11,4.2595
17/02/1901,0.7716,0,4.2595
18/02/1901,0.7489,0,4.2595
19/02/1901,0.7286,0,4.2595
20/02/1901,0.7098,0,4.2595
21/02/1901,5.8643,50.0672,4.2595
22/02/1901,0.8788,0.6827,4.2595
23/02/1901,0.8578,0.0755,4.2595
24/02/1901,0.8373,0,4.2595
25/02/1901,0.8173,0,4.2595
26/02/1901,0.7977,0,4.2595
27/02/1901,0.7786,0,4.2595
28/02/1901,0.76,0,4.2595
01/03/1901,0.7407,0,5.3627
02/03/1901,0.7229,0,5.3627
03/03/1901,0.7056,0,5.3627
04/03/1901,0.6887,0,5.3627
05/03/1901,0.6722,0,5.3627
06/03/1901,0.656,0,5.3627
07/03/1901,1.5807,10.514,5.3627
08/03/1901,2.264,4.2071,5.3627
09/03/1901,1.5229,0.1968,5.3627
10/03/1901,1.1397,0,5.3627
11/03/1901,0.9197,0,5.3627
12/03/1901,0.7905,0,5.3627
13/03/1901,0.712,0,5.3627
14/03/1901,0.6619,0,5.3627
15/03/1901,0.6276,0,5.3627
16/03/1901,0.6023,0,5.3627
17/03/1901,0.5821,0,5.3627
18/03/1901,0.565,0,5.3627
19/03/1901,0.5497,0,5.3627
20/03/1901,0.5355,0,5.3627
21/03/1901,0.522,0.0062,5.3627
22/03/1901,0.5092,0,5.3627
23/03/1901,0.4968,0,5.3627
24/03/1901,0.4847,0.0087,5.3627
25/03/1901,0.473,0,5.3627
26/03/1901,0.4616,0,5.3627
27/03/1901,0.4504,0,5.3627
28/03/1901,0.4396,0,5.3627
29/03/1901,0.429,0,5.3627
30/03/1901,0.4186,0,5.3627
31/03/1901,0.4085,0,5.3627
01/04/1901,0.3976,0,6.3788
02/04/1901,0.388,0,6.3788
03/04/1901,0.3786,0,6.3788
04/04/1901,0.3694,0,6.3788
05/04/1901,0.3605,1.4791,6.3788
06/04/1901,0.6265,4.5283,6.3788
07/04/1901,0.9177,0,6.3788
08/04/1901,0.6704,0,6.3788
09/04/1901,0.5291,0,6.3788
10/04/1901,0.4467,0.5659,6.3788
11/04/1901,0.3972,0,6.3788
12/04/1901,0.45,3.5283,6.3788
13/04/1901,0.5171,0,6.3788
14/04/1901,0.4305,0,6.3788
15/04/1901,0.3789,0,6.3788
16/04/1901,0.3469,0.0796,6.3788
17/04/1901,0.3257,0.0268,6.3788
18/04/1901,0.3107,0,6.3788
19/04/1901,0.2993,1.7006,6.3788
20/04/1901,0.2898,1.7686,6.3788
21/04/1901,1.0873,10.7618,6.3788
22/04/1901,2.3442,9.0868,6.3788
23/04/1901,1.9219,0.6287,6.3788
24/04/1901,1.2621,0.3153,6.3788
25/04/1901,0.8907,0,6.3788
26/04/1901,0.6797,0.1175,6.3788
27/04/1901,0.5579,0,6.3788
28/04/1901,0.4859,0,6.3788
29/04/1901,0.4417,0,6.3788
30/04/1901,0.4129,1.1817,6.3788
01/05/1901,0.3926,1.3567,6.5848
02/05/1901,0.3775,1.3319,6.5848
03/05/1901,0.4065,1.4074,6.5848
04/05/1901,0.4255,0.7979,6.5848
05/05/1901,2.0447,19.9279,6.5848
06/05/1901,2.2468,10.0385,6.5848
07/05/1901,0.809,0.6009,6.5848
08/05/1901,0.666,0,6.5848
09/05/1901,0.602,0.0801,6.5848
10/05/1901,0.5609,0,6.5848
11/05/1901,1.7807,13.5586,6.5848
12/05/1901,0.6828,0.5352,6.5848
13/05/1901,0.6305,0,6.5848
14/05/1901,0.5954,0,6.5848
15/05/1901,0.57,0.176,6.5848
16/05/1901,0.5501,0,6.5848
17/05/1901,0.5335,0.0243,6.5848
18/05/1901,0.5187,0,6.5848
19/05/1901,2.165,18.472,6.5848
20/05/1901,0.7845,0.0538,6.5848
21/05/1901,2.3509,14.9336,6.5848
22/05/1901,1.8091,10.9545,6.5848
23/05/1901,1.4672,8.5104,6.5848
24/05/1901,0.7027,0,6.5848
25/05/1901,1.0589,4.3273,6.5848
26/05/1901,0.6935,0,6.5848
27/05/1901,0.6769,0.0396,6.5848
28/05/1901,1.5288,8.4823,6.5848
29/05/1901,0.7981,0.0388,6.5848
30/05/1901,0.7374,2.5498,6.5848
31/05/1901,0.6966,0.583,6.5848
01/06/1901,0.7223,4.0644,5.0994
02/06/1901,1.0833,5.7311,5.0994
03/06/1901,0.9181,2.2064,5.0994
04/06/1901,0.7865,0.0341,5.0994
05/06/1901,0.7067,0,5.0994
06/06/1901,0.6559,0.5319,5.0994
07/06/1901,0.6213,0,5.0994
08/06/1901,0.5959,0.2126,5.0994
09/06/1901,0.5758,0,5.0994
10/06/1901,0.5587,0,5.0994
11/06/1901,0.5435,0,5.0994
12/06/1901,0.5294,0.1227,5.0994
13/06/1901,0.5162,0,5.0994
14/06/1901,0.5175,1.7734,5.0994
15/06/1901,0.5196,0.0105,5.0994
16/06/1901,1.2183,8.1933,5.0994
17/06/1901,3.1598,16.6149,5.0994
18/06/1901,1.0946,0.7447,5.0994
19/06/1901,0.8774,0,5.0994
20/06/1901,0.7503,0.4787,5.0994
21/06/1901,0.6733,0,5.0994
22/06/1901,0.6243,0,5.0994
23/06/1901,0.5911,2.4217,5.0994
24/06/1901,0.5668,0,5.0994
25/06/1901,0.5475,0,5.0994
26/06/1901,0.5313,0.035,5.0994
27/06/1901,0.5167,0.0109,5.0994
28/06/1901,1.9825,15.9481,5.0994
29/06/1901,1.3271,0.8353,5.0994
30/06/1901,0.9908,0.0199,5.0994
01/07/1901,1.5026,8.4944,3.9832
02/07/1901,3.0032,18.1684,3.9832
03/07/1901,2.9983,19.7633,3.9832
04/07/1901,1.7392,10.0615,3.9832
05/07/1901,2.4628,13.5326,3.9832
06/07/1901,2.0494,11.163,3.9832
07/07/1901,2.4444,12.7066,3.9832
08/07/1901,2.225,8.8126,3.9832
09/07/1901,2.324,9.6626,3.9832
10/07/1901,1.5481,3.5537,3.9832
11/07/1901,2.5554,11.3335,3.9832
12/07/1901,1.6258,3.0599,3.9832
13/07/1901,2.3551,10.0889,3.9832
14/07/1901,1.9883,2.077,3.9832
15/07/1901,1.4739,0.8528,3.9832
16/07/1901,2.369,11.2067,3.9832
17/07/1901,3.1857,8.1532,3.9832
18/07/1901,2.7274,6.3543,3.9832
19/07/1901,1.9046,4.2382,3.9832
20/07/1901,4.6345,25.3302,3.9832
21/07/1901,3.4628,10.3302,3.9832
22/07/1901,3.2232,8.5213,3.9832
23/07/1901,2.9394,4.1252,3.9832
24/07/1901,2.2457,4.0542,3.9832
25/07/1901,1.6518,0.9578,3.9832
26/07/1901,4.1339,22.7974,3.9832
27/07/1901,5.5732,20.2535,3.9832
28/07/1901,5.3816,18.8535,3.9832
29/07/1901,4.3771,10.8647,3.9832
30/07/1901,3.1701,0.0236,3.9832
31/07/1901,2.1662,1.2243,3.9832
01/08/1901,1.5986,1.3797,3.9195
02/08/1901,1.2961,1.8577,3.9195
03/08/1901,2.3033,9.4076,3.9195
04/08/1901,2.9081,2.5937,3.9195
05/08/1901,3.0532,10.0676,3.9195
06/08/1901,4.3179,8.5499,3.9195
07/08/1901,4.2974,8.0826,3.9195
08/08/1901,4.6121,11.6049,3.9195
09/08/1901,4.8623,12.1932,3.9195
10/08/1901,3.1254,0.6734,3.9195
11/08/1901,2.1295,0.6866,3.9195
12/08/1901,2.6718,9.5547,3.9195
13/08/1901,3.049,2.0693,3.9195
14/08/1901,2.0876,1.3875,3.9195
15/08/1901,1.5298,0.7644,3.9195
16/08/1901,3.3394,16.9088,3.9195
17/08/1901,4.8051,12.0132,3.9195
18/08/1901,6.5357,28.2935,3.9195
19/08/1901,2.9103,0.5805,3.9195
20/08/1901,2.3339,5.2963,3.9195
21/08/1901,2.3105,4.8142,3.9195
22/08/1901,3.0058,9.5764,3.9195
23/08/1901,9.1095,50.3245,3.9195
24/08/1901,11.0157,71.1269,3.9195
25/08/1901,6.3369,0.814,3.9195
26/08/1901,3.9586,0.1503,3.9195
27/08/1901,2.6264,2.1442,3.9195
28/08/1901,4.2928,17.9614,3.9195
29/08/1901,4.8917,4.6598,3.9195
30/08/1901,3.4849,4.1483,3.9195
31/08/1901,2.7288,0.2417,3.9195
01/09/1901,1.9276,2.9796,4.2076
02/09/1901,5.5454,29.047,4.2076
03/09/1901,10.7079,41.4895,4.2076
04/09/1901,6.7834,7.8003,4.2076
05/09/1901,5.7625,4.8762,4.2076
06/09/1901,4.511,6.7571,4.2076
07/09/1901,4.1111,2.4277,4.2076
08/09/1901,2.6949,0,4.2076
09/09/1901,1.8981,0,4.2076
10/09/1901,1.4456,0,4.2076
11/09/1901,1.1848,0,4.2076
12/09/1901,1.0537,0.4007,4.2076
13/09/1901,1.0062,0.3099,4.2076
14/09/1901,0.9474,1.5974,4.2076
15/09/1901,0.8734,0.1227,4.2076
16/09/1901,0.824,0,4.2076
17/09/1901,0.7884,0.1052,4.2076
18/09/1901,0.7608,0,4.2076
19/09/1901,1.1616,6.2105,4.2076
20/09/1901,1.9285,5.1695,4.2076
21/09/1901,3.6377,17.2505,4.2076
22/09/1901,5.6659,17.0388,4.2076
23/09/1901,4.0573,3.7274,4.2076
24/09/1901,2.7739,3.8094,4.2076
25/09/1901,2.1455,4.4108,4.2076
26/09/1901,1.9425,1.5235,4.2076
27/09/1901,1.5112,0.2388,4.2076
28/09/1901,1.1755,0,4.2076
29/09/1901,0.9808,0,4.2076
30/09/1901,1.5665,7.0094,4.2076
01/10/1901,2.1491,0.0096,4.3101
02/10/1901,1.515,0,4.3101
03/10/1901,1.1549,0,4.3101
04/10/1901,1.4242,6.3985,4.3101
05/10/1901,1.8205,1.8091,4.3101
06/10/1901,1.3156,0.6242,4.3101
07/10/1901,1.0278,0,4.3101
08/10/1901,1.387,7.2944,4.3101
09/10/1901,1.7562,0.1227,4.3101
10/10/1901,1.2668,1.4646,4.3101
11/10/1901,0.9878,0.2135,4.3101
12/10/1901,0.826,0.1225,4.3101
13/10/1901,0.7294,0,4.3101
14/10/1901,1.8941,12.1953,4.3101
15/10/1901,3.8308,15.0874,4.3101
16/10/1901,2.4091,2.9911,4.3101
17/10/1901,1.6647,0,4.3101
18/10/1901,1.2303,0,4.3101
19/10/1901,1.4003,5.3012,4.3101
20/10/1901,1.6738,0.084,4.3101
21/10/1901,1.2252,0.0236,4.3101
22/10/1901,0.9688,0,4.3101
23/10/1901,0.8194,0,4.3101
24/10/1901,0.7296,0,4.3101
25/10/1901,0.6732,0,4.3101
26/10/1901,0.6354,0,4.3101
27/10/1901,0.6081,0,4.3101
28/10/1901,0.5868,0,4.3101
29/10/1901,0.569,0,4.3101
30/10/1901,0.5533,0,4.3101
31/10/1901,0.5389,0,4.3101
01/11/1901,0.5259,0,3.6833
02/11/1901,0.513,0,3.6833
03/11/1901,0.5005,0,3.6833
04/11/1901,0.4884,0,3.6833
05/11/1901,0.4766,0,3.6833
06/11/1901,0.4651,0,3.6833
07/11/1901,0.4539,0,3.6833
08/11/1901,0.443,0,3.6833
09/11/1901,0.4324,0,3.6833
10/11/1901,0.422,0,3.6833
11/11/1901,0.4118,0,3.6833
12/11/1901,0.4019,0,3.6833
13/11/1901,0.3923,0,3.6833
14/11/1901,0.3828,0.0433,3.6833
15/11/1901,1.5415,15.7559,3.6833
16/11/1901,2.4399,7.2548,3.6833
17/11/1901,2.0985,1.9303,3.6833
18/11/1901,1.3835,0,3.6833
19/11/1901,0.981,0,3.6833
20/11/1901,0.7521,0,3.6833
21/11/1901,0.62,0,3.6833
22/11/1901,0.5417,0,3.6833
23/11/1901,0.4935,0,3.6833
24/11/1901,0.462,0.0175,3.6833
25/11/1901,0.6399,5.8428,3.6833
26/11/1901,0.886,1.9411,3.6833
27/11/1901,0.7324,0.9236,3.6833
28/11/1901,0.5901,0,3.6833
29/11/1901,0.5066,0,3.6833
30/11/1901,0.4558,0,3.6833
01/12/1901,0.424,0,3.1944
02/12/1901,0.4019,0,3.1944
03/12/1901,0.3856,0,3.1944
04/12/1901,0.3727,0,3.1944
05/12/1901,0.3617,0,3.1944
06/12/1901,0.3518,0,3.1944
07/12/1901,0.3427,0,3.1944
08/12/1901,0.3341,0,3.1944
09/12/1901,0.3259,0,3.1944
10/12/1901,0.3179,0,3.1944
11/12/1901,0.3102,0,3.1944
12/12/1901,0.3027,0,3.1944
13/12/1901,0.2954,0,3.1944
14/12/1901,0.2883,0,3.1944
15/12/1901,0.2813,0,3.1944
16/12/1901,0.2745,0,3.1944
17/12/1901,0.2679,0,3.1944
18/12/1901,0.2614,0,3.1944
19/12/1901,0.2551,0,3.1944
20/12/1901,0.249,0,3.1944
21/12/1901,0.2429,0,3.1944
22/12/1901,0.2371,0,3.1944
23/12/1901,0.2313,0,3.1944
24/12/1901,0.2257,0,3.1944
25/12/1901,0.2203,0,3.1944
26/12/1901,0.2149,0,3.1944
27/12/1901,0.2097,0,3.1944
28/12/1901,0.2046,0,3.1944
29/12/1901,0.1997,0,3.1944
30/12/1901,0.1948,0,3.1944
31/12/1901,0.1901,0,3.1944
01/01/1902,0.1854,0,3.2992
02/01/1902,0.1809,0,3.2992
03/01/1902,0.1765,0,3.2992
04/01/1902,0.1722,0,3.2992
05/01/1902,0.168,0,3.2992
06/01/1902,0.1639,0,3.2992
07/01/1902,0.1599,0,3.2992
08/01/1902,0.156,0,3.2992
09/01/1902,0.1522,0,3.2992
10/01/1902,0.1484,0,3.2992
11/01/1902,0.1448,0,3.2992
12/01/1902,0.3025,5.6277,3.2992
13/01/1902,0.4866,0.1285,3.2992
14/01/1902,0.3527,0,3.2992
15/01/1902,0.266,0,3.2992
16/01/1902,0.2161,0,3.2992
17/01/1902,0.1867,0,3.2992
18/01/1902,0.1687,0,3.2992
19/01/1902,0.1572,0,3.2992
20/01/1902,0.1492,0,3.2992
21/01/1902,0.1432,0,3.2992
22/01/1902,0.1384,0,3.2992
23/01/1902,0.1343,0,3.2992
24/01/1902,0.1306,0,3.2992
25/01/1902,0.1272,0,3.2992
26/01/1902,0.124,0,3.2992
27/01/1902,0.1208,0,3.2992
28/01/1902,0.1178,0,3.2992
29/01/1902,0.1149,0,3.2992
30/01/1902,0.1121,0,3.2992
31/01/1902,0.1093,0,3.2992
01/02/1902,0.1056,0,4.2595
02/02/1902,0.103,0,4.2595
03/02/1902,0.1004,0,4.2595
04/02/1902,0.0979,0,4.2595
05/02/1902,0.0955,0,4.2595
06/02/1902,0.0931,0,4.2595
07/02/1902,0.0907,0,4.2595
08/02/1902,0.0884,0,4.2595
09/02/1902,0.0862,0,4.2595
10/02/1902,0.084,0,4.2595
11/02/1902,0.0819,0,4.2595
12/02/1902,0.0798,0,4.2595
13/02/1902,0.0778,0,4.2595
14/02/1902,0.0758,0,4.2595
15/02/1902,0.0739,0,4.2595
16/02/1902,0.072,0,4.2595
17/02/1902,0.0702,0,4.2595
18/02/1902,0.0684,0,4.2595
19/02/1902,0.0667,0,4.2595
20/02/1902,0.0649,0,4.2595
21/02/1902,0.0633,0,4.2595
22/02/1902,0.0616,0,4.2595
23/02/1902,0.0601,0,4.2595
24/02/1902,0.0585,0,4.2595
25/02/1902,0.057,0,4.2595
26/02/1902,0.0555,0,4.2595
27/02/1902,0.0541,0,4.2595
28/02/1902,0.0527,0,4.2595
01/03/1902,0.0502,0,5.3627
02/03/1902,0.0488,0,5.3627
03/03/1902,0.0475,0,5.3627
04/03/1902,0.0462,0,5.3627
05/03/1902,0.045,0,5.3627
06/03/1902,0.0438,0,5.3627
07/03/1902,0.0426,0,5.3627
08/03/1902,0.0414,0,5.3627
09/03/1902,0.0403,0,5.3627
10/03/1902,0.0392,0,5.3627
11/03/1902,0.0381,0,5.3627
12/03/1902,0.037,0,5.3627
13/03/1902,0.036,3.2538,5.3627
14/03/1902,0.035,0.2125,5.3627
15/03/1902,0.0449,0.3192,5.3627
16/03/1902,0.0563,0,5.3627
17/03/1902,0.0461,0,5.3627
18/03/1902,0.04,0,5.3627
19/03/1902,0.0362,0,5.3627
20/03/1902,0.0337,0,5.3627
21/03/1902,0.0319,0,5.3627
22/03/1902,0.0305,0.0549,5.3627
23/03/1902,0.0848,1.0203,5.3627
24/03/1902,0.1103,0,5.3627
25/03/1902,0.0767,0,5.3627
26/03/1902,0.0576,0,5.3627
27/03/1902,0.0465,0,5.3627
28/03/1902,0.04,0,5.3627
29/03/1902,0.0359,0,5.3627
30/03/1902,0.0333,0,5.3627
31/03/1902,0.0314,0,5.3627
01/04/1902,0.029,0,6.3788
02/04/1902,0.0279,0,6.3788
03/04/1902,0.0375,0.2731,6.3788
04/04/1902,0.0477,0,6.3788
05/04/1902,0.038,0.9361,6.3788
06/04/1902,0.3357,7.4028,6.3788
07/04/1902,0.6194,0,6.3788
08/04/1902,0.3817,0,6.3788
09/04/1902,0.7652,10.6784,6.3788
10/04/1902,1.1647,0.5361,6.3788
11/04/1902,0.7522,0.9595,6.3788
12/04/1902,1.1049,8.5804,6.3788
13/04/1902,1.9229,8.0688,6.3788
14/04/1902,1.6764,0.2119,6.3788
15/04/1902,1.0742,0.0689,6.3788
16/04/1902,3.3169,36.4966,6.3788
17/04/1902,0.979,5.8357,6.3788
18/04/1902,2.2689,15.8608,6.3788
19/04/1902,2.3162,15.0826,6.3788
20/04/1902,1.8985,11.3178,6.3788
21/04/1902,0.7125,0,6.3788
22/04/1902,0.6953,0,6.3788
23/04/1902,0.6786,0.0425,6.3788
24/04/1902,0.6623,0.0165,6.3788
25/04/1902,0.6464,0,6.3788
26/04/1902,0.6309,0,6.3788
27/04/1902,0.6157,0,6.3788
28/04/1902,0.6009,0.0737,6.3788
29/04/1902,0.8385,5.6913,6.3788
30/04/1902,0.9094,0.4233,6.3788
01/05/1902,0.7559,0,6.5848
02/05/1902,1.5396,11.1464,6.5848
03/05/1902,2.0556,10.5254,6.5848
04/05/1902,1.9723,9.7127,6.5848
05/05/1902,0.7081,2.3115,6.5848
06/05/1902,2.1641,14.7856,6.5848
07/05/1902,0.7359,0,6.5848
08/05/1902,0.7173,0.1195,6.5848
09/05/1902,1.273,6.9942,6.5848
10/05/1902,0.7507,0.0041,6.5848
11/05/1902,0.7169,1.0243,6.5848
12/05/1902,0.6909,0.569,6.5848
13/05/1902,0.6694,0,6.5848
14/05/1902,0.6506,2.1193,6.5848
15/05/1902,0.6335,0,6.5848
16/05/1902,0.6174,3.1918,6.5848
17/05/1902,0.6021,0.061,6.5848
18/05/1902,0.6051,0.3768,6.5848
19/05/1902,0.5967,0,6.5848
20/05/1902,0.573,0,6.5848
21/05/1902,0.5539,0,6.5848
22/05/1902,0.5377,0,6.5848
23/05/1902,0.9462,5.2128,6.5848
24/05/1902,1.9299,8.0551,6.5848
25/05/1902,0.7947,0,6.5848
26/05/1902,0.6881,0.8448,6.5848
27/05/1902,0.6229,1.6157,6.5848
28/05/1902,0.5808,0.2819,6.5848
29/05/1902,0.5518,0.061,6.5848
30/05/1902,0.6861,4.3728,6.5848
31/05/1902,0.9216,3.1805,6.5848
01/06/1902,0.8448,2.0651,5.0994
02/06/1902,0.6892,0.1132,5.0994
03/06/1902,0.5974,0.1167,5.0994
04/06/1902,0.5413,2.3781,5.0994
05/06/1902,0.9692,6.362,5.0994
06/06/1902,1.8271,8.3644,5.0994
07/06/1902,1.4839,1.1462,5.0994
08/06/1902,1.0624,0,5.0994
09/06/1902,1.2171,5.757,5.0994
10/06/1902,3.7962,25.6798,5.0994
11/06/1902,2.0468,11.403,5.0994
12/06/1902,1.1447,4.5582,5.0994
13/06/1902,2.4789,14.8845,5.0994
14/06/1902,0.7779,2.3864,5.0994
15/06/1902,0.7744,0.4486,5.0994
16/06/1902,1.6839,9.711,5.0994
17/06/1902,1.1453,3.8239,5.0994
18/06/1902,0.9121,0.1773,5.0994
19/06/1902,0.8256,0.259,5.0994
20/06/1902,3.9483,27.4744,5.0994
21/06/1902,0.9621,0,5.0994
22/06/1902,1.9083,9.3425,5.0994
23/06/1902,1.5201,4.2468,5.0994
24/06/1902,1.0906,0.2569,5.0994
25/06/1902,0.9523,3.5023,5.0994
26/06/1902,2.901,16.1319,5.0994
27/06/1902,1.2186,0.1709,5.0994
28/06/1902,1.0275,0.1364,5.0994
29/06/1902,0.913,2.1081,5.0994
30/06/1902,3.8823,25.1934,5.0994
01/07/1902,4.499,26.4928,3.9832
02/07/1902,1.3766,0.1833,3.9832
03/07/1902,1.1536,3.6796,3.9832
04/07/1902,2.9162,13.9657,3.9832
05/07/1902,2.6423,5.9198,3.9832
06/07/1902,3.1532,9.9691,3.9832
07/07/1902,2.3356,3.8531,3.9832
08/07/1902,2.2445,5.3794,3.9832
09/07/1902,1.9409,0.2359,3.9832
10/07/1902,1.4517,0.4289,3.9832
11/07/1902,1.1911,1.0168,3.9832
12/07/1902,3.0166,15.2905,3.9832
13/07/1902,3.2683,8.8617,3.9832
14/07/1902,6.3267,30.542,3.9832
15/07/1902,11.1852,101.4044,3.9832
16/07/1902,11.6183,50.3162,3.9832
17/07/1902,7.5233,3.4343,3.9832
18/07/1902,4.642,3.0592,3.9832
19/07/1902,3.0418,3.2875,3.9832
20/07/1902,2.106,2.1894,3.9832
21/07/1902,5.662,28.18,3.9832
22/07/1902,8.9004,20.6051,3.9832
23/07/1902,6.8152,1.095,3.9832
24/07/1902,4.208,0.5845,3.9832
25/07/1902,3.2758,5.9052,3.9832
26/07/1902,6.766,25.1675,3.9832
27/07/1902,12.3099,68.8569,3.9832
28/07/1902,8.7267,9.423,3.9832
29/07/1902,6.7972,1.5799,3.9832
30/07/1902,4.8817,7.1583,3.9832
31/07/1902,4.0853,0.3864,3.9832
01/08/1902,2.6828,1.4752,3.9195
02/08/1902,1.9678,0.8824,3.9195
03/08/1902,1.9745,5.0275,3.9195
04/08/1902,4.277,16.0194,3.9195
05/08/1902,4.5805,2.033,3.9195
06/08/1902,2.9353,0.6817,3.9195
07/08/1902,2.3172,5.9402,3.9195
08/08/1902,3.2767,10.2897,3.9195
09/08/1902,3.2186,1.7594,3.9195
10/08/1902,4.403,17.1504,3.9195
11/08/1902,6.2661,11.9451,3.9195
12/08/1902,5.2585,3.7597,3.9195
13/08/1902,3.3884,3.8176,3.9195
14/08/1902,2.5642,1.3098,3.9195
15/08/1902,1.7983,1.0178,3.9195
16/08/1902,2.5723,10.2552,3.9195
17/08/1902,3.1265,2.9063,3.9195
18/08/1902,7.499,47.0113,3.9195
19/08/1902,5.0389,5.5111,3.9195
20/08/1902,4.6622,9.5916,3.9195
21/08/1902,4.0078,0.4268,3.9195
22/08/1902,3.8118,9.392,3.9195
23/08/1902,6.9394,21.5357,3.9195
24/08/1902,8.812,30.9833,3.9195
25/08/1902,9.1104,32.6824,3.9195
26/08/1902,5.3651,0,3.9195
27/08/1902,4.6651,9.2477,3.9195
28/08/1902,4.5471,1.248,3.9195
29/08/1902,3.4877,4.8628,3.9195
30/08/1902,5.6212,16.9063,3.9195
31/08/1902,10.1277,36.7175,3.9195
01/09/1902,8.7156,20.9763,4.2076
02/09/1902,6.6703,6.2963,4.2076
03/09/1902,5.4371,0.0302,4.2076
04/09/1902,7.262,25.3888,4.2076
05/09/1902,6.0923,6.5491,4.2076
06/09/1902,5.5138,7.7969,4.2076
07/09/1902,4.8108,2.2233,4.2076
08/09/1902,3.0834,0.0632,4.2076
09/09/1902,2.1136,1.662,4.2076
10/09/1902,1.893,5.6607,4.2076
11/09/1902,1.9389,1.8666,4.2076
12/09/1902,1.4741,1.5542,4.2076
13/09/1902,1.2166,0,4.2076
14/09/1902,1.0344,0.2736,4.2076
15/09/1902,0.9246,0.5577,4.2076
16/09/1902,0.8552,0.1968,4.2076
17/09/1902,0.8085,0.7928,4.2076
18/09/1902,0.7745,1.851,4.2076
19/09/1902,0.7479,0.259,4.2076
20/09/1902,0.7255,2.898,4.2076
21/09/1902,0.7056,0.4225,4.2076
22/09/1902,0.6873,0,4.2076
23/09/1902,0.6701,0,4.2076
24/09/1902,3.903,30.2723,4.2076
25/09/1902,5.5629,12.8378,4.2076
26/09/1902,3.5349,3.0065,4.2076
27/09/1902,2.3236,0,4.2076
28/09/1902,1.7258,2.3187,4.2076
29/09/1902,1.3573,0,4.2076
30/09/1902,1.0895,0,4.2076
01/10/1902,0.9325,0,4.3101
02/10/1902,0.8375,0,4.3101
03/10/1902,0.7771,0,4.3101
04/10/1902,0.736,0,4.3101
05/10/1902,0.7059,0.0898,4.3101
06/10/1902,0.6821,0,4.3101
07/10/1902,0.6619,0,4.3101
08/10/1902,0.6439,0,4.3101
09/10/1902,0.6272,0,4.3101
10/10/1902,0.6116,0.4714,4.3101
11/10/1902,0.5965,0,4.3101
12/10/1902,0.582,0,4.3101
13/10/1902,0.5679,0,4.3101
14/10/1902,0.5542,0,4.3101
15/10/1902,0.5409,0,4.3101
16/10/1902,0.5279,0,4.3101
17/10/1902,0.5152,0,4.3101
18/10/1902,0.5028,0,4.3101
19/10/1902,0.4908,0,4.3101
20/10/1902,0.479,0,4.3101
21/10/1902,0.4675,0.0131,4.3101
22/10/1902,0.4562,0,4.3101
23/10/1902,0.4452,0.0564,4.3101
24/10/1902,0.9803,7.3511,4.3101
25/10/1902,2.9019,16.8437,4.3101
26/10/1902,2.6189,3.008,4.3101
27/10/1902,1.7009,0.0493,4.3101
28/10/1902,1.1929,0,4.3101
29/10/1902,0.9046,0,4.3101
30/10/1902,0.7386,0,4.3101
31/10/1902,0.6407,0,4.3101
01/11/1902,0.5814,0,3.6833
02/11/1902,0.5427,0,3.6833
03/11/1902,0.5159,0,3.6833
04/11/1902,0.4959,0,3.6833
05/11/1902,0.4797,0,3.6833
06/11/1902,0.4658,0,3.6833
07/11/1902,0.4533,0,3.6833
08/11/1902,0.4417,0,3.6833
09/11/1902,0.4307,0,3.6833
10/11/1902,0.4201,0,3.6833
11/11/1902,0.4099,0,3.6833
12/11/1902,0.4,0,3.6833
13/11/1902,0.3903,0,3.6833
14/11/1902,0.3809,0,3.6833
15/11/1902,0.3717,0,3.6833
16/11/1902,0.3628,0,3.6833
